,0,,1,",",2
2382,53.84194946,",",69,",",5.5
2383,55,",",69,",",5.664216995
2384,55,",",71,",",4.910912037
2385,55,",",69.43294525,",",5.5
2386,55,",",73,",",4.184495449
2387,55,",",72.12680817,",",4.5
2388,55,",",75,",",3.48359251
2389,55,",",74.95275116,",",3.5
2390,55,",",77,",",2.802296638
2391,55,",",79,",",2.143993616
2392,55,",",77.91402435,",",2.5
2393,54.8870163,",",81,",",1.5
2394,55,",",81,",",1.507706404
2395,55,",",83,",",0.887672842
2396,55,",",81.02465057,",",1.5
2397,55,",",84.28911591,",",0.5
2398,57,",",1,",",37.966259
2399,57,",",3,",",37.85706329
2400,55.73686218,",",5,",",37.5
2401,57,",",5,",",37.65151215
2402,57,",",7,",",37.35063934
2403,57,",",6.042953014,",",37.5
2404,57,",",9,",",36.95580292
2405,57,",",11,",",36.47990417
2406,57,",",10.92127895,",",36.5
2407,57,",",13,",",35.90119171
2408,57,",",15,",",35.24031448
2409,57,",",14.24776936,",",35.5
2410,57,",",17,",",34.49555206
2411,57,",",16.98885727,",",34.5
2412,56.3560524,",",19,",",33.5
2413,57,",",19,",",33.65595245
2414,56.1150856,",",21,",",32.5
2415,57,",",21,",",32.73628616
2416,57,",",19.35745621,",",33.5
2417,56.17292023,",",23,",",31.5
2418,57,",",23,",",31.74020958
2419,57,",",21.49659348,",",32.5
2420,56.44378281,",",25,",",30.5
2421,57,",",25,",",30.67332458
2422,57,",",23.47024536,",",31.5
2423,56.86867142,",",27,",",29.5
2424,57,",",27,",",29.54332352
2425,57,",",25.32048035,",",30.5
2426,57,",",29,",",28.35110283
2427,57,",",28.76064873,",",28.5
2428,57,",",27.07659912,",",29.5
2429,55.38269806,",",31,",",26.5
2430,57,",",31,",",27.11126709
2431,57,",",30.39036369,",",27.5
2432,56.11769867,",",33,",",25.5
2433,57,",",33,",",25.83898163
2434,57,",",31.97873306,",",26.5
2435,56.87911987,",",35,",",24.5
2436,57,",",35,",",24.54669571
2437,57,",",33.53663254,",",25.5
2438,55.18780136,",",37,",",22.5
2439,57,",",37,",",23.2323513
2440,57,",",36.60116196,",",23.5
2441,57,",",35.07364655,",",24.5
2442,55.94252777,",",39,",",21.5
2443,57,",",39,",",21.91959
2444,57,",",38.12525558,",",22.5
2445,56.68732452,",",41,",",20.5
2446,57,",",41,",",20.62079811
2447,57,",",39.65287018,",",21.5
2448,57,",",43,",",19.33657074
2449,57,",",42.74866486,",",19.5
2450,57,",",41.19125366,",",20.5
2451,55.43984222,",",45,",",17.5
2452,57,",",45,",",18.07723618
2453,57,",",44.33127594,",",18.5
2454,55.99445724,",",47,",",16.5
2455,57,",",47,",",16.85327148
2456,57,",",45.94493484,",",17.5
2457,56.49477768,",",49,",",15.5
2458,57,",",49,",",15.66760731
2459,57,",",47.59640884,",",16.5
2460,56.92962265,",",51,",",14.5
2461,57,",",51,",",14.52193356
2462,57,",",49.29241562,",",15.5
2463,57,",",53,",",13.41415501
2464,57,",",52.84445572,",",13.5
2465,57,",",51.039608,",",14.5
2466,57,",",55,",",12.34800434
2467,57,",",54.7134285,",",12.5
2468,57,",",57,",",11.32334995
2469,57,",",56.65322495,",",11.5
2470,57,",",59,",",10.33890247
2471,57,",",58.67058945,",",10.5
2472,57,",",61,",",9.393137932
2473,57,",",60.77232361,",",9.5
2474,57,",",63,",",8.484395981
2475,57,",",62.9653511,",",8.5
2476,56.38668442,",",65,",",7.5
2477,57,",",65,",",7.608524799
2478,55.34184647,",",67,",",6.5
2479,57,",",67,",",6.765523434
2480,57,",",65.25559235,",",7.5
2481,57,",",69,",",5.954177856
2482,57,",",67.6506424,",",6.5
2483,57,",",71,",",5.172938824
2484,57,",",70.15824127,",",5.5
2485,57,",",73,",",4.420302153
2486,57,",",72.78642273,",",4.5
2487,55.15680695,",",75,",",3.5
2488,57,",",75,",",3.691675186
2489,57,",",77,",",2.987618923
2490,57,",",75.54097748,",",3.5
2491,57,",",79,",",2.308239102
2492,57,",",78.43178558,",",2.5
2493,57,",",81,",",1.650242567
2494,57,",",83,",",1.012071133
2495,57,",",81.46775818,",",1.5
2496,57,",",84.65842438,",",0.5
2497,59,",",1,",",38.08840942
2498,59,",",3,",",37.98035812
2499,59,",",5,",",37.78556442
2500,58.86260605,",",7,",",37.5
2501,59,",",7,",",37.51039124
2502,59,",",9,",",37.13973618
2503,59,",",7.060050964,",",37.5
2504,57.18001938,",",11,",",36.5
2505,59,",",11,",",36.69139099
2506,59,",",13,",",36.15285492
2507,59,",",11.74317932,",",36.5
2508,58.74594498,",",15,",",35.5
2509,59,",",15,",",35.53556442
2510,57.02552414,",",17,",",34.5
2511,59,",",17,",",34.82289124
2512,59,",",15.1063509,",",35.5
2513,59,",",19,",",34.03094482
2514,59,",",17.84730911,",",34.5
2515,59,",",21,",",33.15974045
2516,59,",",20.24880219,",",33.5
2517,59,",",23,",",32.21115303
2518,59,",",22.41621208,",",32.5
2519,59,",",25,",",31.18916893
2520,59,",",24.4153862,",",31.5
2521,59,",",27,",",30.09991074
2522,59,",",26.28957558,",",30.5
2523,57.47258377,",",29,",",28.5
2524,59,",",29,",",28.95143509
2525,59,",",28.06859779,",",29.5
2526,58.18128204,",",31,",",27.5
2527,59,",",31,",",27.75336075
2528,59,",",29.77404213,",",28.5
2529,58.94892502,",",33,",",26.5
2530,59,",",33,",",26.51633835
2531,59,",",31.42235756,",",27.5
2532,59,",",35,",",25.23777962
2533,59,",",34.6004982,",",25.5
2534,59,",",33.02671814,",",26.5
2535,57.72966385,",",37,",",23.5
2536,59,",",37,",",23.94174767
2537,59,",",36.15200806,",",24.5
2538,58.59476089,",",39,",",22.5
2539,59,",",39,",",22.64037132
2540,59,",",37.68935776,",",23.5
2541,59,",",41,",",21.33599854
2542,59,",",40.75357437,",",21.5
2543,59,",",39.22026062,",",22.5
2544,57.44985962,",",43,",",19.5
2545,59,",",43,",",20.03992081
2546,59,",",42.29603958,",",20.5
2547,58.20794296,",",45,",",18.5
2548,59,",",45,",",18.76680374
2549,59,",",43.85302353,",",19.5
2550,58.93082047,",",47,",",17.5
2551,59,",",47,",",17.52238274
2552,59,",",45.43117905,",",18.5
2553,59,",",49,",",16.30348778
2554,59,",",48.67835617,",",16.5
2555,59,",",47.037117,",",17.5
2556,59,",",51,",",15.12190723
2557,59,",",50.36001968,",",15.5
2558,57.29701614,",",53,",",13.5
2559,59,",",53,",",13.98014259
2560,59,",",52.08850479,",",14.5
2561,57.56364059,",",55,",",12.5
2562,59,",",55,",",12.87884331
2563,59,",",53.8703537,",",13.5
2564,57.70523453,",",57,",",11.5
2565,59,",",57,",",11.81795788
2566,59,",",55.71212387,",",12.5
2567,57.69543839,",",59,",",10.5
2568,59,",",59,",",10.79690647
2569,59,",",57.62040329,",",11.5
2570,57.50101089,",",61,",",9.5
2571,59,",",61,",",9.814725876
2572,59,",",59.60184097,",",10.5
2573,57.0798111,",",63,",",8.5
2574,59,",",63,",",8.870196342
2575,59,",",61.66318893,",",9.5
2576,59,",",65,",",7.961923122
2577,59,",",63.81134033,",",8.5
2578,59,",",67,",",7.088414669
2579,59,",",66.05340576,",",7.5
2580,59,",",69,",",6.248134613
2581,59,",",68.39677429,",",6.5
2582,59,",",71,",",5.439538479
2583,59,",",70.84915924,",",5.5
2584,57.66604233,",",73,",",4.5
2585,59,",",73,",",4.658297062
2586,59,",",75,",",3.904629707
2587,59,",",73.41716766,",",4.5
2588,59,",",77,",",3.178294182
2589,59,",",76.10970306,",",3.5
2590,59,",",79,",",2.477975011
2591,59,",",78.93653107,",",2.5
2592,59,",",81,",",1.798230529
2593,59,",",83,",",1.141958237
2594,59,",",81.90449524,",",1.5
2595,58.85296631,",",85,",",0.5
2596,59,",",85,",",0.508256041
2597,59,",",85.02655792,",",0.5
2598,61,",",1,",",38.09974289
2599,61,",",3,",",38.00351334
2600,61,",",5,",",37.8262558
2601,61,",",7,",",37.57225418
2602,61,",",9,",",37.23036957
2603,61,",",7.446074963,",",37.5
2604,61,",",11,",",36.80956268
2605,61,",",13,",",36.30776215
2606,61,",",12.26587009,",",36.5
2607,61,",",15,",",35.72127151
2608,61,",",17,",",35.05072784
2609,61,",",15.68937397,",",35.5
2610,61,",",19,",",34.30337906
2611,61,",",18.49848557,",",34.5
2612,61,",",21,",",33.47824478
2613,61,",",20.95038605,",",33.5
2614,60.58131027,",",23,",",32.5
2615,61,",",23,",",32.57190704
2616,60.51380539,",",25,",",31.5
2617,61,",",25,",",31.59381676
2618,61,",",23.15485954,",",32.5
2619,60.76675797,",",27,",",30.5
2620,61,",",27,",",30.54965019
2621,61,",",25.18849945,",",31.5
2622,61,",",29,",",29.44258499
2623,61,",",28.9011879,",",29.5
2624,61,",",27.09424019,",",30.5
2625,61,",",31,",",28.27788353
2626,61,",",30.63198853,",",28.5
2627,61,",",33,",",27.06806946
2628,61,",",32.30400085,",",27.5
2629,59.86701584,",",35,",",25.5
2630,61,",",35,",",25.82363892
2631,61,",",33.93040848,",",26.5
2632,60.81054306,",",37,",",24.5
2633,61,",",37,",",24.55534935
2634,61,",",35.52212906,",",25.5
2635,61,",",39,",",23.26228523
2636,61,",",38.64043808,",",23.5
2637,61,",",37.08859634,",",24.5
2638,59.50395966,",",41,",",21.5
2639,61,",",41,",",21.96393204
2640,61,",",40.18416214,",",22.5
2641,60.43661118,",",43,",",20.5
2642,61,",",43,",",20.672575
2643,61,",",41.72629166,",",21.5
2644,61,",",45,",",19.39166641
2645,61,",",44.83360291,",",19.5
2646,61,",",43.27359772,",",20.5
2647,61,",",47,",",18.12665367
2648,61,",",46.4131012,",",18.5
2649,59.65401459,",",49,",",16.5
2650,61,",",49,",",16.89087105
2651,61,",",48.016922,",",17.5
2652,60.32154083,",",51,",",15.5
2653,61,",",51,",",15.68820095
2654,61,",",49.65140533,",",16.5
2655,60.91901779,",",53,",",14.5
2656,61,",",53,",",14.52133369
2657,61,",",51.32289505,",",15.5
2658,61,",",55,",",13.3884325
2659,61,",",54.80269241,",",13.5
2660,61,",",53.03775787,",",14.5
2661,61,",",57,",",12.29482937
2662,61,",",56.62353897,",",12.5
2663,61,",",59,",",11.24119091
2664,61,",",58.50678253,",",11.5
2665,61,",",61,",",10.22694874
2666,61,",",60.45910645,",",10.5
2667,61,",",63,",",9.251179695
2668,61,",",62.48730087,",",9.5
2669,61,",",65,",",8.312705994
2670,61,",",64.59835434,",",8.5
2671,61,",",67,",",7.410186291
2672,61,",",66.79946136,",",7.5
2673,60.71511459,",",69,",",6.5
2674,61,",",69,",",6.54133606
2675,59.45464706,",",71,",",5.5
2676,61,",",71,",",5.703310013
2677,61,",",69.09790039,",",6.5
2678,61,",",73,",",4.896637917
2679,61,",",71.50088501,",",5.5
2680,61,",",75,",",4.119927168
2681,61,",",74.01690674,",",4.5
2682,61,",",77,",",3.371803045
2683,61,",",76.65467834,",",3.5
2684,59.25639725,",",79,",",2.5
2685,61,",",79,",",2.64868331
2686,61,",",81,",",1.949640155
2687,61,",",79.42247772,",",2.5
2688,61,",",83,",",1.275492609
2689,61,",",82.32996368,",",1.5
2690,61,",",85,",",0.623502024
2691,61,",",85.38808441,",",0.5
2692,63,",",1,",",38.03158569
2693,63,",",3,",",37.95052338
2694,63,",",5,",",37.79243088
2695,63,",",7,",",37.55978394
2696,63,",",9,",",37.24236679
2697,63,",",7.397210121,",",37.5
2698,63,",",11,",",36.84848785
2699,63,",",13,",",36.37844849
2700,63,",",12.50776768,",",36.5
2701,63,",",15,",",35.82271576
2702,63,",",17,",",35.18987274
2703,63,",",16.05187702,",",35.5
2704,63,",",19,",",34.48306274
2705,63,",",18.95493889,",",34.5
2706,61.19464493,",",21,",",33.5
2707,63,",",21,",",33.69033432
2708,63,",",23,",",32.82438278
2709,63,",",21.45985985,",",33.5
2710,63,",",25,",",31.88780212
2711,63,",",23.71805382,",",32.5
2712,63,",",27,",",30.88399124
2713,63,",",25.79766846,",",31.5
2714,61.29045486,",",29,",",29.5
2715,63,",",29,",",29.81802177
2716,63,",",27.74316406,",",30.5
2717,62.03140259,",",31,",",28.5
2718,63,",",31,",",28.69652367
2719,63,",",29.58566284,",",29.5
2720,62.87384796,",",33,",",27.5
2721,63,",",33,",",27.52744293
2722,63,",",31.34788513,",",28.5
2723,63,",",35,",",26.31028938
2724,63,",",34.69797134,",",26.5
2725,63,",",33.04712677,",",27.5
2726,63,",",37,",",25.06160927
2727,63,",",36.31220245,",",25.5
2728,61.86972046,",",39,",",23.5
2729,63,",",39,",",23.79317665
2730,63,",",37.89916611,",",24.5
2731,62.9431572,",",41,",",22.5
2732,63,",",41,",",22.51493073
2733,63,",",39.46716309,",",23.5
2734,63,",",43,",",21.22401428
2735,63,",",42.57867432,",",21.5
2736,63,",",41.02381897,",",22.5
2737,61.38045883,",",45,",",19.5
2738,63,",",45,",",19.94163704
2739,63,",",44.13634872,",",20.5
2740,62.3420372,",",47,",",18.5
2741,63,",",47,",",18.67589569
2742,63,",",45.70307922,",",19.5
2743,63,",",49,",",17.43021202
2744,63,",",48.88928986,",",17.5
2745,63,",",47.28514481,",",18.5
2746,63,",",51,",",16.2068367
2747,63,",",50.52221298,",",16.5
2748,63,",",53,",",15.01664257
2749,63,",",52.18871307,",",15.5
2750,61.46127701,",",55,",",13.5
2751,63,",",55,",",13.86205578
2752,63,",",53.89499664,",",14.5
2753,61.90000534,",",57,",",12.5
2754,63,",",57,",",12.74458218
2755,63,",",55.64733887,",",13.5
2756,62.21068192,",",59,",",11.5
2757,63,",",59,",",11.66496658
2758,63,",",57.45208359,",",12.5
2759,62.36884689,",",61,",",10.5
2760,63,",",61,",",10.62335587
2761,63,",",59.3156662,",",11.5
2762,62.34328842,",",63,",",9.5
2763,63,",",63,",",9.619422913
2764,63,",",61.24464417,",",10.5
2765,62.09420395,",",65,",",8.5
2766,63,",",65,",",8.652486801
2767,63,",",63.24571609,",",9.5
2768,61.57065964,",",67,",",7.5
2769,63,",",67,",",7.721608162
2770,63,",",65.32576752,",",8.5
2771,63,",",69,",",6.825665951
2772,63,",",67.49193573,",",7.5
2773,63,",",71,",",5.96341753
2774,63,",",69.75164032,",",6.5
2775,63,",",73,",",5.13354969
2776,63,",",72.11267853,",",5.5
2777,63,",",75,",",4.334714413
2778,63,",",74.58326721,",",4.5
2779,62.32631302,",",77,",",3.5
2780,63,",",77,",",3.564512014
2781,63,",",79,",",2.81987977
2782,63,",",77.17193604,",",3.5
2783,63,",",81,",",2.102372408
2784,63,",",79.88729858,",",2.5
2785,63,",",83,",",1.4107638
2786,63,",",82.73990631,",",1.5
2787,63,",",85,",",0.740773425
2788,63,",",85.73977661,",",0.5
2789,65,",",1,",",37.91735458
2790,65,",",3,",",37.84553909
2791,65,",",5,",",37.70222092
2792,64.66341782,",",7,",",37.5
2793,65,",",7,",",37.48723221
2794,65,",",6.887922764,",",37.5
2795,65,",",9,",",37.18951797
2796,65,",",11,",",36.82040024
2797,65,",",13,",",36.37685776
2798,65,",",12.46978664,",",36.5
2799,65,",",15,",",35.85062027
2800,65,",",17,",",35.25073624
2801,65,",",16.19890022,",",35.5
2802,63.34845734,",",19,",",34.5
2803,65,",",19,",",34.57611465
2804,65,",",21,",",33.81950378
2805,65,",",19.21205902,",",34.5
2806,65,",",23,",",32.99214554
2807,65,",",21.79953384,",",33.5
2808,65,",",25,",",32.09498596
2809,65,",",24.1241436,",",32.5
2810,65,",",27,",",31.13043976
2811,65,",",26.25810242,",",31.5
2812,65,",",29,",",30.10252762
2813,65,",",28.24961853,",",30.5
2814,65,",",31,",",29.01681519
2815,65,",",30.1321907,",",29.5
2816,65,",",33,",",27.88025475
2817,65,",",31.93004608,",",28.5
2818,63.94327545,",",35,",",26.5
2819,65,",",35,",",26.7008934
2820,65,",",33.6614151,",",27.5
2821,65,",",37,",",25.48690414
2822,65,",",36.97928238,",",25.5
2823,65,",",35.34058762,",",26.5
2824,65,",",39,",",24.23722267
2825,65,",",38.58883667,",",24.5
2826,65,",",41,",",22.97191811
2827,65,",",40.1772728,",",23.5
2828,64.13564301,",",43,",",21.5
2829,65,",",43,",",21.70030975
2830,65,",",41.75210953,",",22.5
2831,65,",",45,",",20.42795944
2832,65,",",44.88921738,",",20.5
2833,65,",",43.32034683,",",21.5
2834,65,",",47,",",19.15791512
2835,65,",",46.46622849,",",19.5
2836,63.28380966,",",49,",",17.5
2837,65,",",49,",",17.90600967
2838,65,",",48.0559082,",",18.5
2839,64.22830582,",",51,",",16.5
2840,65,",",51,",",16.67775154
2841,65,",",49.6642952,",",17.5
2842,65,",",53,",",15.47669125
2843,65,",",52.96150589,",",15.5
2844,65,",",51.29742432,",",16.5
2845,65,",",55,",",14.3021574
2846,65,",",54.66335678,",",14.5
2847,65,",",57,",",13.16292953
2848,65,",",56.40789795,",",13.5
2849,65,",",59,",",12.06033421
2850,65,",",58.20137787,",",12.5
2851,65,",",61,",",10.99501133
2852,65,",",60.05015182,",",11.5
2853,65,",",63,",",9.967049599
2854,65,",",61.96073532,",",10.5
2855,65,",",65,",",8.97610569
2856,65,",",63.93980408,",",9.5
2857,65,",",67,",",8.021511555
2858,65,",",65.99424744,",",8.5
2859,65,",",69,",",7.102352619
2860,65,",",68.13121033,",",7.5
2861,65,",",71,",",6.21754694
2862,65,",",70.35813904,",",6.5
2863,65,",",73,",",5.365895748
2864,65,",",72.68284607,",",5.5
2865,64.56554794,",",75,",",4.5
2866,65,",",75,",",4.545341969
2867,65,",",77,",",3.752824068
2868,65,",",75.11355591,",",4.5
2869,65,",",79,",",2.989554167
2870,65,",",77.65872192,",",3.5
2871,65,",",81,",",2.254295111
2872,65,",",80.32772064,",",2.5
2873,64.32392502,",",83,",",1.5
2874,65,",",83,",",1.545201182
2875,65,",",85,",",0.858314157
2876,65,",",83.13056946,",",1.5
2877,65,",",86.07775879,",",0.5
2878,67,",",1,",",37.76660156
2879,67,",",3,",",37.70043182
2880,67,",",5,",",37.56758118
2881,67,",",7,",",37.36170959
2882,67,",",5.681736946,",",37.5
2883,67,",",9,",",37.08308029
2884,67,",",11,",",36.73573303
2885,67,",",13,",",36.31352997
2886,67,",",12.14627075,",",36.5
2887,67,",",15,",",35.8147049
2888,67,",",17,",",35.24301529
2889,67,",",16.13037491,",",35.5
2890,67,",",19,",",34.59884644
2891,67,",",21,",",33.87532806
2892,67,",",19.28694534,",",34.5
2893,67,",",23,",",33.08317566
2894,67,",",21.97536659,",",33.5
2895,67,",",25,",",32.22267342
2896,67,",",24.37863541,",",32.5
2897,67,",",27,",",31.2954464
2898,67,",",26.57612419,",",31.5
2899,67,",",29,",",30.3045845
2900,67,",",28.62062073,",",30.5
2901,67,",",31,",",29.25468254
2902,67,",",30.54861259,",",29.5
2903,67,",",33,",",28.15172386
2904,67,",",32.38628387,",",28.5
2905,67,",",35,",",27.00287247
2906,67,",",34.15314484,",",27.5
2907,65.07548523,",",37,",",25.5
2908,67,",",37,",",25.81618309
2909,67,",",35.8643074,",",26.5
2910,66.42655945,",",39,",",24.5
2911,67,",",39,",",24.6002388
2912,67,",",37.53194046,",",25.5
2913,67,",",41,",",23.35757828
2914,67,",",40.77676392,",",23.5
2915,67,",",39.16622543,",",24.5
2916,67,",",43,",",22.09859848
2917,67,",",42.37184525,",",22.5
2918,65.33937836,",",45,",",20.5
2919,67,",",45,",",20.83671188
2920,67,",",43.95803452,",",21.5
2921,66.60837555,",",47,",",19.5
2922,67,",",47,",",19.57979965
2923,67,",",45.54188919,",",20.5
2924,67,",",49,",",18.32837868
2925,67,",",48.72894669,",",18.5
2926,67,",",47.1297226,",",19.5
2927,67,",",51,",",17.0932045
2928,67,",",50.34487915,",",17.5
2929,65.11120605,",",53,",",15.5
2930,67,",",53,",",15.88249969
2931,67,",",51.98279953,",",16.5
2932,65.97835541,",",55,",",14.5
2933,67,",",55,",",14.7001543
2934,67,",",53.64861298,",",15.5
2935,66.73921967,",",57,",",13.5
2936,67,",",57,",",13.54909229
2937,67,",",55.34828186,",",14.5
2938,67,",",59,",",12.42937565
2939,67,",",58.87382507,",",12.5
2940,67,",",57.08785248,",",13.5
2941,67,",",61,",",11.3441925
2942,67,",",60.71209335,",",11.5
2943,67,",",63,",",10.29559898
2944,67,",",62.60880661,",",10.5
2945,67,",",65,",",9.283624649
2946,67,",",64.57058716,",",9.5
2947,67,",",67,",",8.307907581
2948,67,",",66.60429382,",",8.5
2949,67,",",69,",",7.367784977
2950,67,",",68.71704102,",",7.5
2951,67,",",71,",",6.462369442
2952,67,",",70.9162674,",",6.5
2953,66.19570923,",",73,",",5.5
2954,67,",",73,",",5.588952065
2955,67,",",75,",",4.747038364
2956,67,",",73.20989227,",",5.5
2957,67,",",77,",",3.936240673
2958,67,",",75.60597992,",",4.5
2959,67,",",79,",",3.155385971
2960,67,",",78.11318207,",",3.5
2961,67,",",81,",",2.403278232
2962,67,",",80.74082184,",",2.5
2963,67,",",83,",",1.676276326
2964,67,",",85,",",0.974355847
2965,67,",",83.49907684,",",1.5
2966,67,",",86.39857483,",",0.5
2967,69,",",1,",",37.58272552
2968,69,",",3,",",37.52044296
2969,67.79154205,",",5,",",37.5
2970,69,",",5,",",37.39083481
2971,69,",",3.328940153,",",37.5
2972,69,",",7,",",37.19425583
2973,69,",",9,",",36.93138504
2974,69,",",11,",",36.60277176
2975,69,",",13,",",36.19721603
2976,69,",",11.52867508,",",36.5
2977,69,",",15,",",35.72333908
2978,69,",",17,",",35.17531586
2979,69,",",15.84278488,",",35.5
2980,69,",",19,",",34.56007767
2981,69,",",21,",",33.86574173
2982,69,",",19.18195152,",",34.5
2983,69,",",23,",",33.10519409
2984,69,",",21.98876572,",",33.5
2985,69,",",25,",",32.27822495
2986,69,",",24.48394203,",",32.5
2987,69,",",27,",",31.38580894
2988,69,",",26.75507545,",",31.5
2989,69,",",29,",",30.4302578
2990,69,",",28.8603344,",",30.5
2991,69,",",31,",",29.41529465
2992,69,",",30.83978462,",",29.5
2993,69,",",33,",",28.34600258
2994,69,",",32.72202301,",",28.5
2995,69,",",35,",",27.22868156
2996,69,",",34.5281868,",",27.5
2997,69,",",37,",",26.07059479
2998,69,",",36.2744751,",",26.5
2999,69,",",39,",",24.87969017
3000,69,",",37.97377777,",",25.5
3001,67.90368652,",",41,",",23.5
3002,69,",",41,",",23.6642704
3003,69,",",39.63673019,",",24.5
3004,69,",",43,",",22.42974091
3005,69,",",42.88925934,",",22.5
3006,69,",",41.27243042,",",23.5
3007,69,",",45,",",21.18014336
3008,69,",",44.49544525,",",21.5
3009,69,",",47,",",19.93087196
3010,69,",",46.09698105,",",20.5
3011,67.93091583,",",49,",",18.5
3012,69,",",49,",",18.68912506
3013,69,",",47.70011139,",",19.5
3014,69,",",51,",",17.45978546
3015,69,",",50.93552399,",",17.5
3016,69,",",49.31088257,",",18.5
3017,69,",",53,",",16.24387264
3018,69,",",52.58089066,",",16.5
3019,69,",",55,",",15.05312347
3020,69,",",54.25149155,",",15.5
3021,69,",",57,",",13.89099884
3022,69,",",55.95315933,",",14.5
3023,67.41770935,",",59,",",12.5
3024,69,",",59,",",12.76008129
3025,69,",",57.69182205,",",13.5
3026,67.96699524,",",61,",",11.5
3027,69,",",61,",",11.66218472
3028,69,",",59.47350693,",",12.5
3029,68.33932495,",",63,",",10.5
3030,69,",",63,",",10.5984602
3031,69,",",61.30439377,",",11.5
3032,68.50569916,",",65,",",9.5
3033,69,",",65,",",9.569503784
3034,69,",",63.19080734,",",10.5
3035,68.42784119,",",67,",",8.5
3036,69,",",67,",",8.575455666
3037,69,",",65.1392746,",",9.5
3038,68.05584717,",",69,",",7.5
3039,69,",",69,",",7.616093636
3040,69,",",67.15654755,",",8.5
3041,67.32476807,",",71,",",6.5
3042,69,",",71,",",6.690905094
3043,69,",",69.24964142,",",7.5
3044,69,",",73,",",5.799159527
3045,69,",",71.42589569,",",6.5
3046,69,",",75,",",4.939963818
3047,69,",",73.69303894,",",5.5
3048,69,",",77,",",4.112309456
3049,69,",",76.05924225,",",4.5
3050,69,",",79,",",3.315109015
3051,69,",",78.53318024,",",3.5
3052,68.34551239,",",81,",",2.5
3053,69,",",81,",",2.546539068
3054,69,",",83,",",1.803294897
3055,69,",",81.12428284,",",2.5
3056,69,",",85,",",1.087144077
3057,69,",",83.84288025,",",1.5
3058,69,",",86.69921875,",",0.5
3059,69.19583893,",",3,",",37.5
3060,71,",",1,",",37.36243439
3061,69.77825165,",",1,",",37.5
3062,71,",",3,",",37.30072021
3063,71,",",5,",",37.17679977
3064,71,",",7,",",36.99010849
3065,71,",",9,",",36.74034119
3066,70.17878723,",",11,",",36.5
3067,71,",",11,",",36.42472839
3068,71,",",10.54230785,",",36.5
3069,71,",",13,",",36.03490067
3070,71,",",15,",",35.58348083
3071,71,",",17,",",35.05501938
3072,71,",",15.3307066,",",35.5
3073,70.28932953,",",19,",",34.5
3074,71,",",19,",",34.46535873
3075,71,",",18.88842773,",",34.5
3076,71,",",21,",",33.7979393
3077,71,",",23,",",33.06541061
3078,71,",",21.83878708,",",33.5
3079,71,",",25,",",32.26870537
3080,71,",",24.44011879,",",32.5
3081,71,",",27,",",31.40828896
3082,71,",",26.79598045,",",31.5
3083,71,",",29,",",30.48583031
3084,71,",",28.97065926,",",30.5
3085,70.902771,",",31,",",29.5
3086,71,",",31,",",29.50410461
3087,71,",",33,",",28.46796417
3088,71,",",32.9405899,",",28.5
3089,71,",",31.00826836,",",29.5
3090,71,",",35,",",27.38230133
3091,71,",",34.79040146,",",27.5
3092,71,",",37,",",26.25379944
3093,71,",",36.57538223,",",26.5
3094,71,",",39,",",25.08971786
3095,71,",",38.30934906,",",25.5
3096,71,",",41,",",23.89780617
3097,71,",",40.00357056,",",24.5
3098,69.52921295,",",43,",",22.5
3099,71,",",43,",",22.68600273
3100,71,",",41.66756058,",",23.5
3101,71,",",45,",",21.46059799
3102,71,",",44.9373436,",",21.5
3103,71,",",43.30960846,",",22.5
3104,71,",",47,",",20.22326469
3105,71,",",46.55861664,",",20.5
3106,71,",",49,",",18.98926926
3107,71,",",48.17916107,",",19.5
3108,69.25445557,",",51,",",17.5
3109,71,",",51,",",17.76514816
3110,71,",",49.80497742,",",18.5
3111,70.62697601,",",53,",",16.5
3112,71,",",53,",",16.55658913
3113,71,",",51.44194794,",",17.5
3114,71,",",55,",",15.36408138
3115,71,",",54.77346802,",",15.5
3116,71,",",53.09588623,",",16.5
3117,71,",",57,",",14.19534111
3118,71,",",56.47990036,",",14.5
3119,71,",",59,",",13.05537796
3120,71,",",58.22062683,",",13.5
3121,71,",",61,",",11.946455
3122,71,",",60.0015831,",",12.5
3123,71,",",63,",",10.87014389
3124,71,",",61.82884979,",",11.5
3125,71,",",65,",",9.827422142
3126,71,",",63.70867538,",",10.5
3127,71,",",67,",",8.818766594
3128,71,",",65.64751434,",",9.5
3129,71,",",69,",",7.844244957
3130,71,",",67.65206146,",",8.5
3131,71,",",71,",",6.903594494
3132,71,",",69.72927856,",",7.5
3133,71,",",73,",",5.996292591
3134,71,",",71.88646698,",",6.5
3135,71,",",75,",",5.121616364
3136,71,",",74.13130951,",",5.5
3137,71,",",77,",",4.278693914
3138,71,",",76.47193146,",",4.5
3139,71,",",79,",",3.466546774
3140,71,",",78.9169693,",",3.5
3141,71,",",81,",",2.681425095
3142,71,",",83,",",1.924410701
3143,71,",",81.47639465,",",2.5
3144,71,",",85,",",1.194964051
3145,71,",",84.15956116,",",1.5
3146,71,",",86.97706604,",",0.5
3147,73,",",1,",",37.1089325
3148,73,",",3,",",37.04985428
3149,73,",",5,",",36.93130493
3150,73,",",7,",",36.75284195
3151,73,",",9,",",36.5141983
3152,73,",",11,",",36.20398331
3153,73,",",9.096072197,",",36.5
3154,73,",",13,",",35.83205414
3155,71.91635132,",",15,",",35.5
