,0,,1,",",2
836,25,",",69.04003906,",",3.5
837,25,",",73,",",2.627850533
838,25,",",75,",",2.190325379
839,25,",",73.58435059,",",2.5
840,25,",",77,",",1.756300211
841,25,",",79,",",1.32547456
842,25,",",78.18952179,",",1.5
843,25,",",81,",",0.897172362
844,24.41193581,",",83,",",0.5
845,25,",",82.87835693,",",0.5
846,25.73762321,",",3,",",14.5
847,27,",",1,",",13.75251198
848,25.97498322,",",1,",",14.5
849,27,",",3,",",13.70584488
850,25.25065422,",",5,",",14.5
851,27,",",5,",",13.6402235
852,27,",",7,",",13.57087994
853,27,",",9,",",13.50009537
854,26.68687248,",",11,",",13.5
855,27,",",11,",",13.41791725
856,27,",",9.002423286,",",13.5
857,25.94187355,",",13,",",13.5
858,27,",",13,",",13.32649136
859,27,",",15,",",13.21955776
860,27,",",17,",",13.09210587
861,27,",",19,",",12.94077206
862,27,",",21,",",12.76380062
863,25.25593376,",",23,",",12.5
864,27,",",23,",",12.56078815
865,27,",",25,",",12.32513428
866,27,",",23.52173805,",",12.5
867,27,",",27,",",12.06288624
868,27,",",29,",",11.77862835
869,27,",",31,",",11.47346497
870,27,",",30.82747841,",",11.5
871,27,",",33,",",11.14049339
872,27,",",35,",",10.7922678
873,27,",",37,",",10.42866421
874,27,",",36.60929108,",",10.5
875,27,",",39,",",10.04503632
876,27,",",41,",",9.652306557
877,27,",",43,",",9.245502472
878,27,",",41.75039291,",",9.5
879,27,",",45,",",8.828996658
880,27,",",47,",",8.405921936
881,27,",",46.55600739,",",8.5
882,27,",",49,",",7.972080231
883,25.8555069,",",51,",",7.5
884,27,",",51,",",7.536452293
885,27,",",53,",",7.091477871
886,27,",",51.16404724,",",7.5
887,27,",",55,",",6.646011353
888,27,",",57,",",6.195703506
889,27,",",55.64878845,",",6.5
890,27,",",59,",",5.744454861
891,27,",",61,",",5.291956902
892,27,",",60.08051682,",",5.5
893,27,",",63,",",4.838274002
894,27,",",65,",",4.386282206
895,27,",",64.49666977,",",4.5
896,27,",",67,",",3.93292594
897,25.7217865,",",69,",",3.5
898,27,",",69,",",3.483736038
899,27,",",68.92752838,",",3.5
900,27,",",71,",",3.032983065
901,27,",",73,",",2.58735323
902,27,",",75,",",2.142271757
903,27,",",73.39221191,",",2.5
904,27,",",77,",",1.70168972
905,27,",",79,",",1.263988972
906,27,",",77.92093658,",",1.5
907,27,",",81,",",0.829887301
908,27,",",82.5370636,",",0.5
909,28.59114075,",",3,",",12.5
910,29,",",1,",",11.61517429
911,28.42928886,",",1,",",12.5
912,29,",",3,",",11.98381233
913,27.40182114,",",1,",",13.5
914,27.38196564,",",3,",",13.5
915,28.9042263,",",5,",",12.5
916,29,",",5,",",12.4105587
917,27.33778572,",",5,",",13.5
918,29,",",5.465697765,",",12.5
919,27.24136925,",",7,",",13.5
920,29,",",7,",",12.73631859
921,27.00050545,",",9,",",13.5
922,29,",",9,",",12.97182655
923,29,",",11,",",13.13025379
924,29,",",13,",",13.218647
925,29,",",15,",",13.24324322
926,29,",",17,",",13.20947647
927,29,",",19,",",13.12248802
928,29,",",21,",",12.98739243
929,29,",",23,",",12.80927944
930,28.33112335,",",25,",",12.5
931,29,",",25,",",12.59311676
932,29,",",27,",",12.33704758
933,29,",",25.72973633,",",12.5
934,29,",",29,",",12.04795265
935,27.21114349,",",31,",",11.5
936,29,",",31,",",11.73413086
937,29,",",33,",",11.39572811
938,29,",",32.38480568,",",11.5
939,29,",",35,",",11.03146553
940,27.64898682,",",37,",",10.5
941,29,",",37,",",10.65283585
942,29,",",39,",",10.25521946
943,29,",",37.76934433,",",10.5
944,29,",",41,",",9.843815804
945,29,",",43,",",9.423192978
946,29,",",42.63487244,",",9.5
947,29,",",45,",",8.98807621
948,28.31920433,",",47,",",8.5
949,29,",",47,",",8.549384117
950,29,",",49,",",8.099062443
951,29,",",47.2193222,",",8.5
952,29,",",51,",",7.64675045
953,29,",",53,",",7.187905788
954,29,",",51.63941574,",",7.5
955,29,",",55,",",6.72715044
956,29,",",57,",",6.263729572
957,29,",",55.97984695,",",6.5
958,29,",",59,",",5.798676968
959,29,",",61,",",5.33398819
960,29,",",60.28490448,",",5.5
961,29,",",63,",",4.867967129
962,29,",",65,",",4.404772043
963,29,",",64.58831024,",",4.5
964,29,",",67,",",3.94046545
965,29,",",69,",",3.48106575
966,29,",",68.91742706,",",3.5
967,29,",",71,",",3.020646572
968,29,",",73,",",2.566049337
969,29,",",75,",",2.112193584
970,29,",",73.29061127,",",2.5
971,29,",",77,",",1.663734555
972,29,",",79,",",1.218141317
973,29,",",77.73395538,",",1.5
974,29,",",81,",",0.777145207
975,29,",",82.26981354,",",0.5
976,30.63443565,",",1,",",9.5
977,31,",",2.272822857,",",9.5
978,31,",",1,",",8.930337906
979,30.54640961,",",3,",",10.5
980,31,",",3,",",9.858587265
981,29.96748734,",",1,",",10.5
982,29.12579727,",",1,",",11.5
983,29.64142227,",",3,",",11.5
984,31,",",3.922395706,",",10.5
985,30.62808418,",",5,",",11.5
986,31,",",5,",",11.17160988
987,31,",",5.545361042,",",11.5
988,30.10583687,",",7,",",12.5
989,31,",",7,",",12.19956398
990,31,",",7.783191204,",",12.5
991,31,",",9,",",12.8690567
992,31,",",11,",",13.29670525
993,31,",",12.52513504,",",13.5
994,30.72223663,",",13,",",13.5
995,31,",",13,",",13.55293655
996,30.25653839,",",15,",",13.5
997,31,",",15,",",13.67342663
998,30.24754143,",",17,",",13.5
999,31,",",17,",",13.69632053
1000,30.50072289,",",19,",",13.5
1001,31,",",19,",",13.63844776
1002,30.95255852,",",21,",",13.5
1003,31,",",21,",",13.51353931
1004,31,",",23,",",13.32432365
1005,31,",",21.14277649,",",13.5
1006,31,",",25,",",13.08712959
1007,29.71267509,",",27,",",12.5
1008,31,",",27,",",12.81111526
1009,30.98659897,",",29,",",12.5
1010,31,",",29,",",12.50319862
1011,31,",",31,",",12.15607262
1012,31,",",29.01839066,",",12.5
1013,29.54648399,",",33,",",11.5
1014,31,",",33,",",11.78792667
1015,31,",",35,",",11.39949894
1016,31,",",34.48149109,",",11.5
1017,31,",",37,",",10.98780346
1018,30.58359146,",",39,",",10.5
1019,31,",",39,",",10.56605244
1020,31,",",41,",",10.1257391
1021,31,",",39.29948425,",",10.5
1022,29.61091232,",",43,",",9.5
1023,31,",",43,",",9.678325653
1024,31,",",45,",",9.22009182
1025,31,",",43.77721405,",",9.5
1026,31,",",47,",",8.755485535
1027,31,",",49,",",8.285372257
1028,31,",",48.08569717,",",8.5
1029,31,",",51,",",7.810076237
1030,31,",",53,",",7.333015442
1031,31,",",52.29878998,",",7.5
1032,31,",",55,",",6.852050781
1033,31,",",57,",",6.372057438
1034,31,",",56.46587753,",",6.5
1035,31,",",59,",",5.889327526
1036,31,",",61,",",5.409675598
1037,31,",",60.62255478,",",5.5
1038,31,",",63,",",4.928242207
1039,31,",",65,",",4.451606274
1040,31,",",64.7964325,",",4.5
1041,31,",",67,",",3.973890781
1042,30.7741394,",",69,",",3.5
1043,31,",",69,",",3.502425671
1044,31,",",71,",",3.030394316
1045,31,",",69.01025391,",",3.5
1046,31,",",73,",",2.565064907
1047,31,",",75,",",2.101099491
1048,31,",",73.27983856,",",2.5
1049,31,",",77,",",1.643321872
1050,31,",",79,",",1.188730955
1051,31,",",77.62935638,",",1.5
1052,31,",",81,",",0.739654243
1053,31,",",82.07772827,",",0.5
1054,31.87184525,",",1,",",8.5
1055,33,",",2.281805754,",",8.5
1056,33,",",1,",",7.785943508
1057,32.00047112,",",3,",",9.5
1058,33,",",3,",",8.989685059
1059,33,",",3.462526798,",",9.5
1060,33,",",4.28932929,",",10.5
1061,33,",",5,",",11.30945778
1062,33,",",5.16045332,",",11.5
1063,31.88382149,",",7,",",12.5
1064,33,",",6.178172588,",",12.5
1065,33,",",7,",",13.06614971
1066,32.27780724,",",9,",",13.5
1067,33,",",7.783951283,",",13.5
1068,33,",",9,",",13.97870827
1069,31.41728783,",",11,",",13.5
1070,33,",",11,",",14.48036575
1071,32.67940331,",",13,",",14.5
1072,33,",",11.1333437,",",14.5
1073,33,",",13,",",14.71734715
1074,32.52644539,",",15,",",14.5
1075,33,",",15,",",14.79862022
1076,32.55088425,",",17,",",14.5
1077,33,",",17,",",14.76406288
1078,32.743433,",",19,",",14.5
1079,33,",",19,",",14.6408205
1080,33,",",21,",",14.44559765
1081,33,",",20.4365139,",",14.5
1082,31.433815,",",23,",",13.5
1083,33,",",23,",",14.18582916
1084,32.06999207,",",25,",",13.5
1085,33,",",25,",",13.88319969
1086,32.8788662,",",27,",",13.5
1087,33,",",27,",",13.54693508
1088,33,",",29,",",13.16988659
1089,33,",",27.24713898,",",13.5
1090,32.13997459,",",31,",",12.5
1091,33,",",31,",",12.77068424
1092,33,",",33,",",12.35033607
1093,33,",",32.28443527,",",12.5
1094,31.40576744,",",35,",",11.5
1095,33,",",35,",",11.90806198
1096,33,",",37,",",11.45632744
1097,33,",",36.8054657,",",11.5
1098,33,",",39,",",10.98527241
1099,32.94253349,",",41,",",10.5
1100,33,",",41,",",10.51132107
1101,33,",",43,",",10.02216244
1102,33,",",41.04607391,",",10.5
1103,32.79094505,",",45,",",9.5
1104,33,",",45,",",9.533261299
1105,33,",",47,",",9.033762932
1106,33,",",45.13264465,",",9.5
1107,32.71374321,",",49,",",8.5
1108,33,",",49,",",8.536373138
1109,33,",",51,",",8.031540871
1110,33,",",49.14356232,",",8.5
1111,32.69413376,",",53,",",7.5
1112,33,",",53,",",7.530508518
1113,33,",",55,",",7.02433157
1114,33,",",53.12011337,",",7.5
1115,32.69399834,",",57,",",6.5
1116,33,",",57,",",6.523340225
1117,33,",",59,",",6.019018173
1118,33,",",57.09223938,",",6.5
1119,32.62662697,",",61,",",5.5
1120,33,",",61,",",5.520904541
1121,33,",",63,",",5.021018505
1122,33,",",61.08335495,",",5.5
1123,32.27028465,",",65,",",4.5
1124,33,",",65,",",4.527994156
1125,33,",",67,",",4.034636021
1126,33,",",65.1131134,",",4.5
1127,33,",",69,",",3.548444271
1128,33,",",71,",",3.063315868
1129,33,",",69.19909668,",",3.5
1130,33,",",73,",",2.585342646
1131,33,",",75,",",2.109830022
1132,33,",",73.35792542,",",2.5
1133,33,",",77,",",1.641185641
1134,33,",",79,",",1.176416218
1135,33,",",77.60607147,",",1.5
1136,33,",",81,",",0.717994198
1137,33,",",81.96043396,",",0.5
1138,33.93591309,",",1,",",8.5
1139,33.44222641,",",3,",",9.5
1140,34.48553085,",",1,",",9.5
1141,34.67171478,",",1,",",10.5
1142,33.90913773,",",3,",",10.5
1143,34.70439529,",",1,",",11.5
1144,34.13904572,",",3,",",11.5
1145,34.68562317,",",1,",",12.5
1146,34.2721405,",",3,",",12.5
1147,34.67408752,",",1,",",13.5
1148,34.38138199,",",3,",",13.5
1149,34.70231628,",",1,",",14.5
1150,34.50484085,",",3,",",14.5
1151,34.78331757,",",1,",",15.5
1152,34.65916443,",",3,",",15.5
1153,34.91677475,",",1,",",16.5
1154,34.8479538,",",3,",",16.5
1155,35,",",3,",",17.16179466
1156,35,",",1,",",16.93309593
1157,33.10167694,",",5,",",11.5
1158,33.53223419,",",5,",",12.5
1159,33.86716461,",",5,",",13.5
1160,34.16277695,",",5,",",14.5
1161,34.44755554,",",5,",",15.5
1162,34.73467255,",",5,",",16.5
1163,35,",",5,",",17.38856125
1164,33.24348068,",",7,",",13.5
1165,33.75397873,",",7,",",14.5
1166,34.20107269,",",7,",",15.5
1167,34.61168671,",",7,",",16.5
1168,35,",",7,",",17.49584579
1169,33.35339737,",",9,",",14.5
1170,33.97108078,",",9,",",15.5
1171,34.51435089,",",9,",",16.5
1172,35,",",9,",",17.47913742
1173,33.01591492,",",11,",",14.5
1174,33.79750443,",",11,",",15.5
1175,34.47221375,",",11,",",16.5
1176,35,",",11,",",17.36304665
1177,33.70795441,",",13,",",15.5
1178,34.50792313,",",13,",",16.5
1179,35,",",13,",",17.17080116
1180,33.72101593,",",15,",",15.5
1181,34.63861465,",",15,",",16.5
1182,35,",",15,",",16.91989136
1183,33.84979248,",",17,",",15.5
1184,34.87776184,",",17,",",16.5
1185,35,",",17,",",16.62318039
1186,34.10452652,",",19,",",15.5
1187,35,",",19,",",16.27342224
1188,35,",",17.69380188,",",16.5
1189,33.0810051,",",21,",",14.5
1190,34.49416733,",",21,",",15.5
1191,35,",",21,",",15.88737869
1192,33.51399994,",",23,",",14.5
1193,35,",",23,",",15.48009682
1194,35,",",22.90034103,",",15.5
1195,34.10359192,",",25,",",14.5
1196,35,",",25,",",15.03323936
1197,34.85771561,",",27,",",14.5
1198,35,",",27,",",14.5768404
1199,33.73612595,",",29,",",13.5
1200,35,",",29,",",14.09382343
1201,35,",",27.3146801,",",14.5
1202,34.75897217,",",31,",",13.5
1203,35,",",31,",",13.60388279
1204,33.41311264,",",33,",",12.5
1205,35,",",33,",",13.09563541
1206,35,",",31.40526581,",",13.5
1207,34.75738144,",",35,",",12.5
1208,35,",",35,",",12.58418274
1209,33.14868546,",",37,",",11.5
1210,35,",",37,",",12.05885792
1211,35,",",35.31806564,",",12.5
1212,34.8769455,",",39,",",11.5
1213,35,",",39,",",11.53453445
1214,35,",",41,",",10.99868679
1215,35,",",39.12797546,",",11.5
1216,35,",",43,",",10.46678829
1217,35,",",42.87416077,",",10.5
1218,35,",",45,",",9.926609039
1219,35,",",47,",",9.390832901
1220,35,",",46.59019089,",",9.5
1221,35,",",49,",",8.851389885
1222,35,",",51,",",8.315594196
1223,35,",",50.30883789,",",8.5
1224,35,",",53,",",7.7797966
1225,35,",",55,",",7.247056484
1226,35,",",54.04759979,",",7.5
1227,35,",",57,",",6.717119217
1228,35,",",59,",",6.189903259
1229,35,",",57.8211441,",",6.5
1230,35,",",61,",",5.667538643
1231,35,",",63,",",5.147841454
1232,35,",",61.6426506,",",5.5
1233,35,",",65,",",4.634391308
1234,35,",",67,",",4.123832226
1235,35,",",65.52467346,",",4.5
1236,35,",",69,",",3.62035799
1237,35,",",71,",",3.120253801
1238,35,",",69.47972107,",",3.5
1239,35,",",73,",",2.627603292
1240,35,",",75,",",2.139024258
1241,35,",",73.52068329,",",2.5
1242,35,",",77,",",1.657877922
1243,35,",",79,",",1.181689858
1244,35,",",77.66121674,",",1.5
1245,35,",",81,",",0.712594703
1246,35,",",81.91605377,",",0.5
1247,35.07805634,",",1,",",17.5
1248,35.05596924,",",3,",",17.5
1249,35.26486206,",",1,",",18.5
1250,35.26930618,",",3,",",18.5
1251,35.49005127,",",1,",",19.5
1252,35.51657104,",",3,",",19.5
1253,35.74824142,",",1,",",20.5
1254,35.79360199,",",3,",",20.5
1255,36.03534317,",",1,",",21.5
1256,36.09736633,",",3,",",21.5
1257,36.34908295,",",1,",",22.5
1258,36.42643356,",",3,",",22.5
1259,36.68910217,",",1,",",23.5
1260,36.78110504,",",3,",",23.5
1261,37,",",3,",",24.05933762
1262,37,",",1,",",24.33798409
1263,35.02421951,",",5,",",17.5
1264,35.28678131,",",5,",",18.5
1265,35.57535934,",",5,",",19.5
1266,35.88792038,",",5,",",20.5
1267,36.2232399,",",5,",",21.5
1268,36.58133698,",",5,",",22.5
1269,36.96359634,",",5,",",23.5
1270,37,",",5,",",23.58477783
1271,35.00119781,",",7,",",17.5
1272,35.33004379,",",7,",",18.5
1273,35.67497635,",",7,",",19.5
1274,36.03654861,",",7,",",20.5
1275,36.41570663,",",7,",",21.5
1276,36.81417847,",",7,",",22.5
1277,37,",",7,",",22.92790985
1278,37,",",5.276764393,",",23.5
1279,35.00777435,",",9,",",17.5
1280,35.4143486,",",9,",",18.5
1281,35.82637024,",",9,",",19.5
1282,36.24706268,",",9,",",20.5
1283,36.6795845,",",9,",",21.5
1284,37,",",9,",",22.2029705
1285,37,",",8.205723763,",",22.5
1286,35.06405258,",",11,",",17.5
1287,35.55531311,",",11,",",18.5
1288,36.04160309,",",11,",",19.5
1289,36.52865601,",",11,",",20.5
1290,37,",",11,",",21.45325851
1291,37,",",10.87828445,",",21.5
1292,35.1880188,",",13,",",17.5
1293,35.76781464,",",13,",",18.5
1294,36.33297348,",",13,",",19.5
1295,36.8914566,",",13,",",20.5
1296,37,",",13,",",20.68470192
1297,35.39539337,",",15,",",17.5
1298,36.06563568,",",15,",",18.5
1299,36.71255112,",",15,",",19.5
1300,37,",",15,",",19.93775177
1301,37,",",13.49475479,",",20.5
1302,35.69999695,",",17,",",17.5
1303,36.461483,",",17,",",18.5
1304,37,",",17,",",19.2239418
1305,37,",",16.22117329,",",19.5
1306,35.20819092,",",19,",",16.5
1307,36.11425018,",",19,",",17.5
1308,36.96717453,",",19,",",18.5
1309,37,",",19,",",18.53782272
1310,35.64493179,",",21,",",16.5
1311,36.64959717,",",21,",",17.5
1312,37,",",21,",",17.85545349
1313,37,",",19.10938263,",",18.5
1314,35.02403641,",",23,",",15.5
1315,36.2147789,",",23,",",16.5
1316,37,",",23,",",17.19791031
1317,37,",",22.07219505,",",17.5
1318,35.63438416,",",25,",",15.5
1319,36.92814636,",",25,",",16.5
1320,37,",",25,",",16.55624199
1321,36.40035248,",",27,",",15.5
1322,37,",",27,",",15.91266632
1323,37,",",25.17237282,",",16.5
1324,35.70030594,",",29,",",14.5
1325,37,",",29,",",15.28430557
1326,37,",",28.30604553,",",15.5
1327,36.70475769,",",31,",",14.5
1328,37,",",31,",",14.66027832
1329,35.87291718,",",33,",",13.5
1330,37,",",33,",",14.03793526
1331,37,",",31.51004791,",",14.5
1332,37,",",35,",",13.42657089
1333,37,",",34.7568779,",",13.5
1334,36.18170166,",",37,",",12.5
1335,37,",",37,",",12.81254578
1336,37,",",39,",",12.20602322
1337,37,",",38.0250473,",",12.5
1338,36.65758514,",",41,",",11.5
1339,37,",",41,",",11.60541344
1340,35.12541199,",",43,",",10.5
1341,37,",",43,",",11.00478649
1342,37,",",41.34834671,",",11.5
1343,37,",",45,",",10.41386127
1344,37,",",44.70607376,",",10.5
1345,35.51021957,",",47,",",9.5
1346,37,",",47,",",9.823001862
1347,37,",",49,",",9.239598274
1348,37,",",48.10326385,",",9.5
1349,36.07103348,",",51,",",8.5
1350,37,",",51,",",8.661653519
1351,37,",",53,",",8.08716011
1352,37,",",51.55989075,",",8.5
1353,36.84103394,",",55,",",7.5
1354,37,",",55,",",7.522029877
1355,37,",",57,",",6.95771122
1356,37,",",55.07760239,",",7.5
1357,37,",",59,",",6.403542519
1358,37,",",58.64996338,",",6.5
1359,37,",",61,",",5.852440834
1360,37,",",63,",",5.309792042
1361,37,",",62.29619217,",",5.5
1362,37,",",65,",",4.77246809
1363,37,",",67,",",4.242243052
1364,37,",",66.0249176,",",4.5
1365,37,",",69,",",3.718797922
1366,37,",",71,",",3.201758862
1367,37,",",69.84374237,",",3.5
1368,37,",",73,",",2.692307472
1369,37,",",75,",",2.189086914
1370,37,",",73.76189423,",",2.5
1371,37,",",77,",",1.693741202
1372,37,",",79,",",1.204855144
1373,37,",",77.79022217,",",1.5
1374,37,",",81,",",0.723715559
1375,37,",",81.94126129,",",0.5
1376,37.0580101,",",1,",",24.5
1377,37.16625214,",",3,",",24.5
1378,37.46962738,",",1,",",25.5
1379,37.59320068,",",3,",",25.5
1380,37.92550659,",",1,",",26.5
1381,38.06472015,",",3,",",26.5
1382,38.43072891,",",1,",",27.5
1383,38.58605957,",",3,",",27.5
1384,39,",",3,",",28.21147346
1385,39,",",1.0938875,",",28.5
1386,38.99205399,",",1,",",28.5
1387,39,",",1,",",28.51243973
1388,37.37810135,",",5,",",24.5
1389,37.83295441,",",5,",",25.5
1390,38.33211517,",",5,",",26.5
1391,38.88073349,",",5,",",27.5
1392,39,",",5,",",27.69368744
1393,37.23431396,",",7,",",23.5
1394,37.68755341,",",7,",",24.5
1395,38.17985535,",",7,",",25.5
1396,38.71540451,",",7,",",26.5
1397,39,",",7,",",26.98057556
1398,39,",",5.583752155,",",27.5
1399,37.12522125,",",9,",",22.5
1400,37.59154892,",",9,",",23.5
1401,38.09143448,",",9,",",24.5
1402,38.62857819,",",9,",",25.5
1403,39,",",9,",",26.13446999
1404,39,",",8.176296234,",",26.5
1405,37.02098465,",",11,",",21.5
1406,37.51566696,",",11,",",22.5
1407,38.03759003,",",11,",",23.5
1408,38.59045029,",",11,",",24.5
1409,39,",",11,",",25.18910408
1410,39,",",10.37035847,",",25.5
1411,37.43572998,",",13,",",21.5
1412,37.99475479,",",13,",",22.5
1413,38.5775795,",",13,",",23.5
1414,39,",",13,",",24.18316269
1415,39,",",12.38995838,",",24.5
1416,37.33076096,",",15,",",20.5
1417,37.94295883,",",15,",",21.5
1418,38.57058334,",",15,",",22.5
1419,39,",",15,",",23.15341949
1420,39,",",14.34031582,",",23.5
1421,37.18150711,",",17,",",19.5
1422,37.86430359,",",17,",",20.5
1423,38.55253601,",",17,",",21.5
1424,39,",",17,",",22.12944412
1425,39,",",16.2838335,",",22.5
1426,37.7417717,",",19,",",19.5
1427,38.50773621,",",19,",",20.5
1428,39,",",19,",",21.13131332
1429,39,",",18.26376534,",",21.5
1430,37.55825043,",",21,",",18.5
1431,38.42079926,",",21,",",19.5
1432,39,",",21,",",20.17012978
1433,39,",",20.31226921,",",20.5
1434,37.29556274,",",23,",",17.5
1435,38.27581024,",",23,",",18.5
1436,39,",",23,",",19.25010109
1437,39,",",22.45316887,",",19.5
1438,38.05547714,",",25,",",17.5
1439,39,",",25,",",18.37097168
1440,39,",",24.70313454,",",18.5
1441,37.74023056,",",27,",",16.5
1442,38.96522141,",",27,",",17.5
1443,39,",",27,",",17.5281601
1444,37.30715179,",",29,",",15.5
1445,38.70794296,",",29,",",16.5
1446,39,",",29,",",16.71084976
1447,39,",",27.06815147,",",17.5
1448,38.33855438,",",31,",",15.5
1449,39,",",31,",",15.92449093
1450,39,",",29.53115082,",",16.5
1451,37.83003235,",",33,",",14.5
1452,39,",",33,",",15.16567516
1453,39,",",32.11186409,",",15.5
1454,37.1490097,",",35,",",13.5
1455,39,",",35,",",14.43130589
1456,39,",",34.81040573,",",14.5
1457,38.53827286,",",37,",",13.5
1458,39,",",37,",",13.70981884
1459,37.74251938,",",39,",",12.5
1460,39,",",39,",",13.0058794
1461,39,",",37.59117889,",",13.5
1462,39,",",41,",",12.32055664
1463,39,",",40.47160721,",",12.5
1464,38.54605103,",",43,",",11.5
1465,39,",",43,",",11.64722252
1466,37.30511093,",",45,",",10.5
1467,39,",",45,",",10.98424625
1468,39,",",43.44066238,",",11.5
1469,39,",",47,",",10.3367281
1470,39,",",46.49180603,",",10.5
1471,38.14045715,",",49,",",9.5
1472,39,",",49,",",9.698125839
1473,39,",",51,",",9.069313049
1474,39,",",49.62637711,",",9.5
1475,39,",",53,",",8.45419693
1476,39,",",52.84983063,",",8.5
1477,39,",",55,",",7.844088554
1478,39,",",57,",",7.246105194
1479,39,",",56.14696884,",",7.5
1480,37.76255798,",",59,",",6.5
1481,39,",",59,",",6.657473564
1482,39,",",61,",",6.076232433
1483,39,",",59.53906631,",",6.5
1484,38.92686844,",",63,",",5.5
1485,39,",",63,",",5.507255077
1486,39,",",65,",",4.942619801
1487,39,",",63.02553558,",",5.5
1488,39,",",67,",",4.390202284
1489,39,",",66.6003418,",",4.5
1490,39,",",69,",",3.844018698
1491,39,",",71,",",3.308046341
1492,39,",",70.28084564,",",3.5
1493,39,",",73,",",2.779620409
1494,39,",",75,",",2.26015842
1495,39,",",74.07364655,",",2.5
1496,39,",",77,",",1.748883724
1497,39,",",79,",",1.246004164
1498,39,",",77.9870224,",",1.5
1499,39,",",81,",",0.75142774
1500,39,",",82.03146362,",",0.5
1501,39.1780014,",",3,",",28.5
1502,39.68033981,",",1,",",29.5
1503,39.88014603,",",3,",",29.5
1504,40.45782089,",",1,",",30.5
1505,40.6662674,",",3,",",30.5
1506,41,",",3,",",30.8795166
1507,41,",",1,",",31.12081528
1508,39.52231979,",",5,",",28.5
1509,40.24621964,",",5,",",29.5
1510,41,",",5,",",30.43761063
1511,41,",",4.745005608,",",30.5
1512,39.31772995,",",7,",",27.5
1513,40.00069809,",",7,",",28.5
1514,40.75399399,",",7,",",29.5
1515,41,",",7,",",29.79436493
1516,39.21711349,",",9,",",26.5
1517,39.87762833,",",9,",",27.5
1518,40.6002655,",",9,",",28.5
1519,41,",",9,",",29.002388
1520,41,",",7.788592815,",",29.5
1521,39.18431091,",",11,",",25.5
1522,39.83865738,",",11,",",26.5
1523,40.54766846,",",11,",",27.5
1524,41,",",11,",",28.08425522
1525,41,",",10.13551235,",",28.5
1526,39.19233704,",",13,",",24.5
1527,39.85538101,",",13,",",25.5
1528,40.56601715,",",13,",",26.5
1529,41,",",13,",",27.06373787
1530,41,",",12.17902374,",",27.5
1531,39.22035599,",",15,",",23.5
1532,39.90620422,",",15,",",24.5
1533,40.63259506,",",15,",",25.5
1534,41,",",15,",",25.97022629
1535,41,",",14.05906963,",",26.5
1536,39.25147247,",",17,",",22.5
1537,39.97399521,",",17,",",23.5
1538,40.72969818,",",17,",",24.5
1539,41,",",17,",",24.834589
1540,41,",",15.84911823,",",25.5
1541,39.27112579,",",19,",",21.5
1542,40.04438019,",",19,",",22.5
1543,40.84285736,",",19,",",23.5
1544,41,",",19,",",23.68511772
1545,41,",",17.59519005,",",24.5
1546,39.26593781,",",21,",",20.5
1547,40.10454559,",",21,",",21.5
1548,40.95954895,",",21,",",22.5
1549,41,",",21,",",22.54473686
1550,41,",",19.33048058,",",23.5
1551,39.22277069,",",23,",",19.5
1552,40.14231491,",",23,",",20.5
1553,41,",",23,",",21.42371941
1554,41,",",22.86508179,",",21.5
1555,41,",",21.08125496,",",22.5
1556,39.12798691,",",25,",",18.5
1557,40.1454277,",",25,",",19.5
1558,41,",",25,",",20.33893967
1559,41,",",24.70275116,",",20.5
1560,40.10086441,",",27,",",18.5
1561,41,",",27,",",19.29936028
1562,41,",",26.61215591,",",19.5
1563,39.99422073,",",29,",",17.5
1564,41,",",29,",",18.30571556
1565,41,",",28.60601425,",",18.5
1566,39.80898285,",",31,",",16.5
1567,41,",",31,",",17.35634995
1568,41,",",30.69437408,",",17.5
1569,39.52573776,",",33,",",15.5
1570,41,",",33,",",16.44836426
1571,41,",",32.8848362,",",16.5
1572,39.1211319,",",35,",",14.5
1573,40.87013626,",",35,",",15.5
1574,41,",",35,",",15.57462788
1575,40.5488472,",",37,",",14.5
1576,41,",",37,",",14.73224449
1577,41,",",35.17544556,",",15.5
1578,40.0845871,",",39,",",13.5
1579,41,",",39,",",13.92094326
1580,41,",",37.56781769,",",14.5
1581,39.44227982,",",41,",",12.5
1582,41,",",41,",",13.13798332
1583,41,",",40.0692749,",",13.5
1584,41,",",43,",",12.38088703
1585,41,",",42.68205261,",",12.5
1586,40.56907272,",",45,",",11.5
1587,41,",",45,",",11.64269161
1588,39.56025696,",",47,",",10.5
1589,41,",",47,",",10.92268467
1590,41,",",45.39311218,",",11.5
1591,41,",",49,",",10.22335815
1592,41,",",48.20380783,",",10.5
1593,40.82281876,",",51,",",9.5
1594,41,",",51,",",9.542109489
1595,39.22059631,",",53,",",8.5
1596,41,",",53,",",8.871636391
1597,41,",",51.1245575,",",9.5
1598,41,",",55,",",8.218697548
1599,41,",",54.13383484,",",8.5
1600,40.52047348,",",57,",",7.5
1601,41,",",57,",",7.580453873
1602,41,",",59,",",6.951862335
1603,41,",",57.25418091,",",7.5
1604,41,",",61,",",6.338797092
1605,41,",",60.47088242,",",6.5
1606,41,",",63,",",5.735970974
1607,41,",",65,",",5.144687653
1608,41,",",63.79457092,",",5.5
1609,40.24785233,",",67,",",4.5
1610,41,",",67,",",4.566398144
1611,41,",",69,",",3.995851517
1612,41,",",67.2313385,",",4.5
1613,41,",",71,",",3.438958168
1614,41,",",70.77938843,",",3.5
